menuId;dietSelection(0-Normal,1-Vegetarian,2-Vegan);nutritionalDisease(0-Normal,1-Diabetes,2-Celiac,3-Reflux);caloryValue;proteinValue;carbonhydratValue;fatValue;menuContents
669;0;2;1700;170;40;70;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of gluten-free bread,1 boiled egg,Tomato, Cucumber,Lunch,1 serving of okra dish,1 bowl of yogurt,Snack,1 peach,Dinner,1 serving of chickpeas,Non-fat Salad
670;0;2;1700;100;70;50;Breakfast,1 cup of tea,5 olives,1 slice of gluten-free bread,1 boiled egg,Tomato, Cucumber,Snack,10 almonds,1 cup of coffee,Lunch,1 serving of mixed vegetable dish,1 bowl of yogurt,Snack,1 banana,1 cup of milk,Dinner,1 bowl of lentil soup,1 serving artichoke dish,Non-fat Salad
671;0;2;1800;170;40;70;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of gluten-free bread,1 boiled egg,Tomato, Cucumber,Lunch,Salad with tuna,2 slices of gluten-free bread,1 cup buttermilk,Snack,3 dried apricots,3 walnuts,1 cup of coffee,Dinner,1 serving spinach dish,1 bown of yogurt,Non-fat Salad
672;0;2;1800;100;70;50;Breakfast,1 cup of tea,5 olives,1 slice of gluten-free bread,Omelet with 1 egg,Tomato, Cucumber,Snack,1 glass of milk,10 almonds,1 cup of coffee,Lunch,1 serving of green bean dish,1 bowl of yogurt,Snack,1 banana,Dinner,1 serving of chicken grill,1 slice of gluten-free bread,Non-fat Salad
673;0;2;1800;170;40;70;Breakfast,1 cup of tea,2 boiled eggs,1 slice of gluten-free bread,1/2 avocado,Snack,1 cup of herbal tea,Lunch,1 bowl of lentil soup,1 slice of gluten-free bread,1 serving eggplant dish,1 bown of yogurt,Snack,1 apple,1 cup of coffee,Dinner,1 serving of chickpea dish,Non-fat Salad
674;0;2;1800;150;80;50;Breakfast,1 cup of tea,1 boiled egg,1 slice of gluten-free bread,1 slice of low-fat white cheese,Snack,10 strawberries,Lunch,1 bowl of tomato soup,1 slice of gluten-free bread,1 serving eggplant dish,1 bown of yogurt,Snack,1 orange,1 cup of coffee,Dinner,1 serving of chickpeas dish,Non-fat Salad
675;0;2;1800;170;40;70;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of gluten-free bread,Tomato, Cucumber,Snack,1 orange,1 cup of coffee,Lunch,1 serving of grilled meat,1 slice of gluten-free bread,Non-fat Salad,1 glass of buttermilk,Snack,15 nuts,10 almonds,Dinner,Non-fat Salad,1 bowl of yogurt
676;0;2;1800;100;60;50;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of gluten-free bread,1 boiled egg,Tomato, Cucumber,Lunch,1 serving of okra dish,1 slices of gluten-free bread,1 bowl of yogurt,Snack,1 peach,Dinner,1 serving boiled chicken,1 bown of yogurt,Non-fat Salad
677;0;2;1800;170;40;70;Breakfast,1 cup of tea,5 olives,1 slice of gluten-free bread,1 boiled egg,Tomato,Cucumber,Snack,10 almonds,1 cup of coffee,Lunch,1 serving of mixed vegetable dish,1 bowl of yogurt,Snack,1 banana,1 cup of milk,Dinner,1 serving of chicken grill,1 slice of gluten-free bread,Non-fat Salad
678;0;2;1800;150;80;50;Breakfast,1 cup of tea,2 boiled eggs,1 slice of gluten-free bread,Snack,1 cup of coffee,Lunch,1 bowl of lentil soup,1 slice of gluten-free bread,1 serving grilled chicken with vegetables dish,1 bown of yogurt,Snack,2 mandarins,Dinner,Non-fat Salad,1 bowl of yogurt
679;0;2;1800;170;40;70;Breakfast,1 cup of tea,1 boiled egg,1 slice of gluten-free bread,1 slice of low-fat white cheese,Snack,10 strawberries,Lunch,1 bowl of tomato soup,1 slice of gluten-free bread,1 serving eggplant dish,1 bown of yogurt,Snack,1 apple,1 cup of coffee,Dinner,1 serving of chickpeas dish,1 slice of gluten-free bread,Non-fat Salad
680;0;2;1800;150;80;50;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of gluten-free bread,Tomato, Cucumber,Snack,1 pear,1 cup of coffee,Lunch,1 serving of celery dish,Non-fat Salad,1 glass of buttermilk,Snack,15 nuts, 10 almonds,Dinner,1 serving of haricot bean dish,Non-fat Salad,1 slice of gluten-free bread
681;0;2;2000;170;40;70;Breakfast,1 cup of tea,1 boiled egg,1 slice of low-fat white cheese,1 slice of gluten-free bread,Snack,1 cup of milk,Lunch,1 bowl of barley noodle soup,1 slice of gluten-free bread,4 meatballs,Non-fat Salad,Snack,20 cherries,Dinner,1 serving leek dish,Non-fat Salad,1 bowl of yogurt
682;0;2;2000;150;80;50;Breakfast,1 cup of tea,Omelet with 1 egg,1 slice of gluten-free bread,Snack,1 cup of coffee,Lunch,1 bowl of lentil soup,1 slice of gluten-free bread,1 serving artichoke dish,Non-fat Salad,Snack,15 peanuts,10 hazelnuts,Dinner,1 serving of fish grill,Non-fat Salad
683;0;2;2000;170;40;70;Breakfast,1 cup of tea,1 boiled egg,1 slice of gluten-free bread,1 slice of low-fat white cheese,Snack,1 cup of coffee,Lunch,1 serving pumpkin dish,1 slice of gluten-free bread,1 bown of yogurt,Snack,10 plums,Dinner,1 serving okra dish,Non-fat Salad,1 bowl of yogurt
684;0;2;2000;170;40;70;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of gluten-free bread,1 boiled egg,Tomato, Cucumber,Lunch,1 bowl of barley noodle soup,4 meatballs,Non-fat Salad,Snack,3 dried apricots,3 walnuts,1 cup of coffee,Dinner,1 serving spinach dish,1 slice of gluten-free bread,1 bown of yogurt,Non-fat Salad
685;0;2;2000;100;70;50;Breakfast,1 cup of tea,5 olives,1 slice of gluten-free bread,Omelet with 1 egg,Tomato, Cucumber,Snack,1 glass of milk,10 almonds,1 cup of coffee,Lunch,1 serving of green bean dish,2 slices of gluten-free bread,Non-fat Salad,Snack,1 banana,Dinner,1 serving of fish grill,Non-fat Salad
686;0;2;2000;170;40;70;Breakfast,1 cup of tea,2 boiled eggs,1 slice of gluten-free bread,1/2 avocado,Snack,1 cup of herbal tea,Lunch,1 bowl of lentil soup,1 slice of gluten-free bread,1 serving artichoke dish,Non-fat Salad,Snack,1 apple,1 cup of coffee,Dinner,1 serving of chickpeas,Non-fat Salad
687;0;2;2000;150;80;50;Breakfast,1 cup of tea,1 boiled egg,1 slice of gluten-free bread,1 slice of low-fat white cheese,Snack,10 strawberries,Lunch,1 bowl of tomato soup,1 slice of gluten-free bread,1 serving eggplant dish,1 bown of yogurt,Snack,1 apple,1 cup of coffee,Dinner,1 serving of haricot bean dish,Non-fat Salad
688;0;2;2000;170;40;70;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of gluten-free bread,Tomato,Cucumber,Snack,1 orange,1 cup of coffee,Lunch,1 bowl of tomato soup,1 serving eggplant dish,1 bown of yogurt,Snack,15 nuts, 10 almonds,Dinner,Non-fat Salad,1 slice of gluten-free bread,1 bowl of yogurt
689;0;2;2000;100;60;50;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of gluten-free bread,1 boiled egg,Tomato, Cucumber,Lunch,1 serving of okra dish,1 bowl of yogurt,Snack,1 peach,Dinner,1 serving of chickpeas,1 slice of gluten-free bread,Non-fat Salad
690;0;2;2000;170;40;70;Breakfast,1 cup of tea,5 olives,1 slice of gluten-free bread,1 boiled egg,Tomato, Cucumber,Snack,10 almonds,1 cup of coffee,Lunch,1 serving of mixed vegetable dish,1 slices of gluten-free bread,1 bowl of yogurt,Snack,1 banana,1 cup of milk,Dinner,1 bowl of lentil soup,1 serving artichoke dish,Non-fat Salad
691;0;2;2200;100;60;50;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of gluten-free bread,1 boiled egg,Tomato, Cucumber,Lunch,Salad with tuna,2 slices of gluten-free bread,1 cup buttermilk,Snack,3 dried apricots,3 walnuts,1 cup of coffee,Dinner,1 serving spinach dish,1 slice of gluten-free bread,1 bown of yogurt,Non-fat Salad
692;0;2;2200;170;40;70;Breakfast,1 cup of tea,5 olives,1 slice of gluten-free bread,Omelet with 1 egg,Tomato, Cucumber,Snack,1 glass of milk,10 almonds,1 cup of coffee,Lunch,1 serving of green bean dish,2 slices of gluten-free bread,1 bowl of yogurt,Snack,1 banana,Dinner,1 serving of chicken grill,1 slice of gluten-free bread,Non-fat Salad
693;0;2;2200;150;80;50;Breakfast,1 cup of tea,2 boiled eggs,1 slice of gluten-free bread,1/2 avocado,Snack,1 cup of herbal tea,Lunch,1 bowl of lentil soup,1 slice of gluten-free bread,1 serving eggplant dish,1 bown of yogurt,Snack,1 apple,1 cup of coffee,Dinner,1 serving of chickpea dish,1 slice of gluten-free bread,Non-fat Salad
694;0;2;2200;170;40;70;Breakfast,1 cup of tea,1 boiled egg,1 slice of gluten-free bread,1 slice of low-fat white cheese,Snack,10 strawberries,Lunch,1 bowl of tomato soup,1 slice of gluten-free bread,1 serving eggplant dish,1 bown of yogurt,Snack,1 orange,1 cup of coffee,Dinner,1 serving of chickpeas dish,1 slice of gluten-free bread,Non-fat Salad
695;0;2;2200;150;80;50;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of gluten-free bread,Tomato, Cucumber,Snack,1 orange,1 cup of coffee,Lunch,1 serving of grilled meat,1 slice of gluten-free bread,Non-fat Salad,1 glass of buttermilk,Snack,15 nuts,10 almonds,Dinner,Non-fat Salad,1 slice of gluten-free bread,1 bowl of yogurt
696;0;2;2200;100;60;50;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of gluten-free bread,1 boiled egg,Tomato, Cucumber,Lunch,1 serving of okra dish,1 slices of gluten-free bread,1 bowl of yogurt,Snack,1 peach,Dinner,1 serving boiled chicken,1 slice of gluten-free bread,1 bown of yogurt,Non-fat Salad
697;0;2;2200;100;70;50;Breakfast,1 cup of tea,5 olives,1 slice of gluten-free bread,1 boiled egg,Tomato,Cucumber,Snack,10 almonds,1 cup of coffee,Lunch,1 serving of mixed vegetable dish,1 slices of gluten-free bread,1 bowl of yogurt,Snack,1 banana,1 cup of milk,Dinner,1 serving of chicken grill,1 slice of gluten-free bread,Non-fat Salad
698;0;2;2200;150;80;50;Breakfast,1 cup of tea,2 boiled eggs,1 slice of gluten-free bread,Snack,1 cup of coffee,Lunch,1 bowl of lentil soup,1 slice of gluten-free bread,1 serving grilled chicken with vegetables dish,1 bown of yogurt,Snack,2 mandarins,Dinner,Non-fat Salad,1 bowl of yogurt
699;0;2;2200;170;40;70;Breakfast,1 cup of tea,1 boiled egg,1 slice of gluten-free bread,1 slice of low-fat white cheese,Snack,10 strawberries,Lunch,1 bowl of tomato soup,1 slice of gluten-free bread,1 serving eggplant dish,1 bown of yogurt,Snack,1 apple,1 cup of coffee,Dinner,1 serving of chickpeas dish,1 slice of gluten-free bread,Non-fat Salad
700;0;2;2200;170;40;70;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of gluten-free bread,Tomato, Cucumber,Snack,1 pear,1 cup of coffee,Lunch,1 serving of celery dish,1 slice of gluten-free bread,Non-fat Salad,1 glass of buttermilk,Snack,15 nuts, 10 almonds,Dinner,1 serving of haricot bean dish,Non-fat Salad,1 slice of gluten-free bread
701;0;2;2300;150;80;50;Breakfast,1 cup of tea,1 boiled egg,1 slice of low-fat white cheese,1 slice of gluten-free bread,Snack,1 cup of milk,Lunch,1 bowl of barley noodle soup,1 slice of gluten-free bread,4 meatballs,Non-fat Salad,Snack,20 cherries,Dinner,1 serving leek dish,Non-fat Salad,1 bowl of yogurt
702;0;2;2300;170;40;70;Breakfast,1 cup of tea,Omelet with 1 egg,1 slice of gluten-free bread,Snack,1 cup of coffee,Lunch,1 bowl of lentil soup,1 slice of gluten-free bread,1 serving artichoke dish,Non-fat Salad,Snack,15 peanuts,10 hazelnuts,Dinner,1 serving of fish grill,Non-fat Salad,1 slice of gluten-free bread
703;0;2;2300;150;80;50;Breakfast,1 cup of tea,1 boiled egg,1 slice of gluten-free bread,1 slice of low-fat white cheese,Snack,1 cup of coffee,Lunch,1 serving pumpkin dish,1 slice of gluten-free bread,1 bown of yogurt,Snack,10 plums,Dinner,1 serving okra dish,Non-fat Salad,1 bowl of yogurt
704;0;2;2300;170;40;70;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of gluten-free bread,1 boiled egg,Tomato, Cucumber,Lunch,1 bowl of barley noodle soup,1 slice of gluten-free bread,4 meatballs,Non-fat Salad,Snack,3 dried apricots,3 walnuts,1 cup of coffee,Dinner,1 serving spinach dish,1 slice of gluten-free bread,1 bown of yogurt,Non-fat Salad
705;0;2;2300;100;70;50;Breakfast,1 cup of tea,5 olives,1 slice of gluten-free bread,Omelet with 1 egg,Tomato, Cucumber,Snack,1 glass of milk,10 almonds,1 cup of coffee,Lunch,1 serving of green bean dish,2 slices of gluten-free bread,Non-fat Salad,Snack,1 banana,Dinner,1 serving of fish grill,Non-fat Salad,1 slice of gluten-free bread
706;0;2;2300;170;40;70;Breakfast,1 cup of tea,2 boiled eggs,1 slice of gluten-free bread,1/2 avocado,Snack,1 cup of herbal tea,Lunch,1 bowl of lentil soup,1 slice of gluten-free bread,1 serving artichoke dish,Non-fat Salad,Snack,1 apple,1 cup of coffee,Dinner,1 serving of chickpeas,1 slice of gluten-free bread,Non-fat Salad
707;0;2;2300;150;80;50;Breakfast,1 cup of tea,1 boiled egg,1 slice of gluten-free bread,1 slice of low-fat white cheese,Snack,10 strawberries,Lunch,1 bowl of tomato soup,1 slice of gluten-free bread,1 serving eggplant dish,1 bown of yogurt,Snack,1 apple,1 cup of coffee,Dinner,1 serving of haricot bean dish,Non-fat Salad,1 slice ofgluten-free bread
708;0;2;2300;170;40;70;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of gluten-free bread,Tomato,Cucumber,Snack,1 orange,1 cup of coffee,Lunch,1 bowl of tomato soup,1 slice of gluten-free bread,1 serving eggplant dish,1 bown of yogurt,Snack,15 nuts, 10 almonds,Dinner,Non-fat Salad,1 slice of gluten-free bread,1 bowl of yogurt
709;0;2;2300;100;60;50;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of gluten-free bread,1 boiled egg,Tomato, Cucumber,Lunch,1 serving of okra dish,1 slices of gluten-free bread,1 bowl of yogurt,Snack,1 peach,Dinner,1 serving of chickpeas,1 slice of gluten-free bread,Non-fat Salad
710;0;2;2300;100;70;50;Breakfast,1 cup of tea,5 olives,1 slice of gluten-free bread,1 boiled egg,Tomato, Cucumber,Snack,10 almonds,1 cup of coffee,Lunch,1 serving of mixed vegetable dish,1 slices of gluten-free bread,1 bowl of yogurt,Snack,1 banana,1 cup of milk,Dinner,1 bowl of lentil soup,1 slice of gluten-free bread,1 serving artichoke dish,Non-fat Salad
711;0;2;2400;100;60;50;Breakfast,1 cup of tea,1 slice of low-fat white cheese,2 slice of gluten-free bread,1 boiled egg,Tomato, Cucumber,Lunch,Salad with tuna,2 slices of gluten-free bread,1 cup buttermilk,Snack,3 dried apricots,3 walnuts,1 cup of coffee,Dinner,1 serving spinach dish,1 slice of gluten-free bread,1 bown of yogurt,Non-fat Salad
712;0;2;2400;170;40;70;Breakfast,1 cup of tea,5 olives,2 slice of gluten-free bread,Omelet with 1 egg,Tomato, Cucumber,Snack,1 glass of milk,10 almonds,1 cup of coffee,Lunch,1 serving of green bean dish,2 slices of gluten-free bread,1 bowl of yogurt,Snack,1 banana,Dinner,1 serving of chicken grill,1 slice of gluten-free bread,Non-fat Salad
713;0;2;2400;150;80;50;Breakfast,1 cup of tea,2 boiled eggs,2 slice of gluten-free bread,1/2 avocado,Snack,1 cup of herbal tea,Lunch,1 bowl of lentil soup,1 slice of gluten-free bread,1 serving eggplant dish,1 bown of yogurt,Snack,1 apple,1 cup of coffee,Dinner,1 serving of chickpea dish,1 slice of gluten-free bread,Non-fat Salad
714;0;2;2400;170;40;70;Breakfast,1 cup of tea,1 boiled egg,2 slice of gluten-free bread,1 slice of low-fat white cheese,Snack,10 strawberries,Lunch,1 bowl of tomato soup,1 slice of gluten-free bread,1 serving eggplant dish,1 bown of yogurt,Snack,1 orange,1 cup of coffee,Dinner,1 serving of chickpeas dish,1 slice of gluten-free bread,Non-fat Salad
715;0;2;2400;150;80;50;Breakfast,1 cup of tea,1 slice of low-fat white cheese,2 slice of gluten-free bread,Tomato, Cucumber,Snack,1 orange,1 cup of coffee,Lunch,1 serving of grilled meat,1 slice of gluten-free bread,Non-fat Salad,1 glass of buttermilk,Snack,15 nuts,10 almonds,Dinner,Non-fat Salad,1 slice of gluten-free bread,1 bowl of yogurt
716;0;2;2400;170;40;70;Breakfast,1 cup of tea,1 slice of low-fat white cheese,2 slice of gluten-free bread,1 boiled egg,Tomato, Cucumber,Lunch,1 serving of okra dish,1 slices of gluten-free bread,1 bowl of yogurt,Snack,1 peach,Dinner,1 serving boiled chicken,1 slice of gluten-free bread,1 bown of yogurt,Non-fat Salad
717;0;2;2400;170;40;70;Breakfast,1 cup of tea,6 olives,2 slice of gluten-free bread,1 boiled egg,Tomato,Cucumber,Snack,10 almonds,1 cup of coffee,Lunch,1 serving of mixed vegetable dish,1 slices of gluten-free bread,1 bowl of yogurt,Snack,1 banana,1 cup of milk,Dinner,1 serving of chicken grill,1 slice of gluten-free bread,Non-fat Salad
718;0;2;2400;150;80;50;Breakfast,1 cup of tea,2 boiled eggs,2 slice of gluten-free bread,Snack,1 cup of coffee,Lunch,1 bowl of lentil soup,1 slice of gluten-free bread,1 serving grilled chicken with vegetables dish,1 bown of yogurt,Snack,2 mandarins,Dinner,Non-fat Salad,1 bowl of yogurt
719;0;2;2400;170;40;70;Breakfast,1 cup of tea,1 boiled egg,2 slice of gluten-free bread,1 slice of low-fat white cheese,Snack,10 strawberries,Lunch,1 bowl of tomato soup,1 slice of gluten-free bread,1 serving eggplant dish,1 bown of yogurt,Snack,1 apple,1 cup of coffee,Dinner,1 serving of chickpeas dish,1 slice of gluten-free bread,Non-fat Salad
720;0;2;2400;150;80;50;Breakfast,1 cup of tea,2 slice of low-fat white cheese,2 slice of gluten-free bread,Tomato, Cucumber,Snack,1 pear,1 cup of coffee,Lunch,1 serving of celery dish,1 slice of gluten-free bread,Non-fat Salad,1 glass of buttermilk,Snack,15 nuts, 10 almonds,Dinner,1 serving of haricot bean dish,Non-fat Salad,1 slice of gluten-free bread
721;0;2;2500;170;40;70;Breakfast,1 cup of tea,1 boiled egg,1 slice of low-fat white cheese,2 slice of gluten-free bread,Snack,1 cup of milk,Lunch,1 bowl of barley noodle soup,1 slice of gluten-free bread,4 meatballs,Non-fat Salad,Snack,20 cherries,Dinner,1 serving leek dish,Non-fat Salad,1 bowl of yogurt
722;0;2;2500;170;40;70;Breakfast,1 cup of tea,Omelet with 2 egg,1 slice of gluten-free bread,Snack,1 cup of coffee,Lunch,1 bowl of lentil soup,1 slice of gluten-free bread,1 serving artichoke dish,Non-fat Salad,Snack,15 peanuts,10 hazelnuts,Dinner,1 serving of fish grill,Non-fat Salad,1 slice of gluten-free bread
723;0;2;2500;150;80;50;Breakfast,1 cup of tea,1 boiled egg,2 slice of gluten-free bread,1 slice of low-fat white cheese,Snack,1 cup of coffee,Lunch,1 serving pumpkin dish,1 slice of gluten-free bread,1 bown of yogurt,Snack,10 plums,Dinner,1 serving okra dish,Non-fat Salad,1 bowl of yogurt
724;0;2;2500;170;40;70;Breakfast,1 cup of tea,1 slice of low-fat white cheese,2 slice of gluten-free bread,1 boiled egg,Tomato, Cucumber,Lunch,1 bowl of barley noodle soup,1 slice of gluten-free bread,4 meatballs,Non-fat Salad,Snack,3 dried apricots,3 walnuts,1 cup of coffee,Dinner,1 serving spinach dish,1 slice of gluten-free bread,1 bown of yogurt,Non-fat Salad
725;0;2;2500;100;70;50;Breakfast,1 cup of tea,5 olives,2 slice of gluten-free bread,Omelet with 1 egg,Tomato, Cucumber,Snack,1 glass of milk,10 almonds,1 cup of coffee,Lunch,1 serving of green bean dish,2 slices of gluten-free bread,Non-fat Salad,Snack,1 banana,Dinner,1 serving of fish grill,Non-fat Salad,1 slice of gluten-free bread
726;0;2;2500;170;40;70;Breakfast,1 cup of tea,2 boiled eggs,2 slice of gluten-free bread,1/2 avocado,Snack,1 cup of herbal tea,Lunch,1 bowl of lentil soup,1 slice of gluten-free bread,1 serving artichoke dish,Non-fat Salad,Snack,1 apple,1 cup of coffee,Dinner,1 serving of chickpeas,1 slice of gluten-free bread,Non-fat Salad
727;0;2;2500;150;80;50;Breakfast,1 cup of tea,1 boiled egg,2 slice of gluten-free bread,1 slice of low-fat white cheese,Snack,10 strawberries,Lunch,1 bowl of tomato soup,1 slice of gluten-free bread,1 serving eggplant dish,1 bown of yogurt,Snack,1 apple,1 cup of coffee,Dinner,1 serving of haricot bean dish,Non-fat Salad,1 slice of gluten-free bread
728;0;2;2500;170;40;70;Breakfast,1 cup of tea,1 slice of low-fat white cheese,2 slice of gluten-free bread,Tomato,Cucumber,Snack,1 orange,1 cup of coffee,Lunch,1 bowl of tomato soup,1 slice of gluten-free bread,1 serving eggplant dish,1 bown of yogurt,Snack,15 nuts, 10 almonds,Dinner,Non-fat Salad,1 slice of gluten-free bread,1 bowl of yogurt
729;0;2;2500;100;60;50;Breakfast,1 cup of tea,1 slice of low-fat white cheese,2 slice of gluten-free bread,1 boiled egg,Tomato, Cucumber,Lunch,1 serving of okra dish,1 slices of gluten-free bread,1 bowl of yogurt,Snack,1 peach,Dinner,1 serving of chickpeas,1 slice of gluten-free bread,Non-fat Salad
730;0;2;2500;170;40;70;Breakfast,1 cup of tea,5 olives,1 slice of gluten-free bread,2 boiled eggs,Tomato, Cucumber,Snack,10 almonds,1 cup of coffee,Lunch,1 serving of mixed vegetable dish,1 slices of gluten-free bread,1 bowl of yogurt,Snack,1 banana,1 cup of milk,Dinner,1 bowl of lentil soup,1 slice of gluten-free bread,1 serving artichoke dish,Non-fat Salad
731;0;2;2600;100;60;50;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of gluten-free bread,1 boiled egg,Tomato, Cucumber,Lunch,Salad with tuna,2 slices of gluten-free bread,1 cup buttermilk,Snack,3 dried apricots,3 walnuts,1 cup of coffee,Dinner,1 serving spinach dish,serving of pasta,1 bown of yogurt,Non-fat Salad
732;0;2;2600;170;40;70;Breakfast,1 cup of tea,5 olives,1 slice of gluten-free bread,Omelet with 1 egg,Tomato, Cucumber,Snack,1 glass of milk,10 almonds,1 cup of coffee,Lunch,1 serving of green bean dish,2 slices of gluten-free bread,1 bowl of yogurt,Snack,1 banana,Dinner,1 serving of chicken grill,1 slice of gluten-free bread,Non-fat Salad
733;0;2;2600;150;80;50;Breakfast,1 cup of tea,2 boiled eggs,1 slice of gluten-free bread,1/2 avocado,Snack,1 cup of herbal tea,Lunch,1 bowl of lentil soup,1 slice of gluten-free bread,1 serving eggplant dish,1 bown of yogurt,Snack,1 apple,1 cup of coffee,Dinner,1 serving of chickpea dish,serving of pasta,Non-fat Salad
734;0;2;2600;170;40;70;Breakfast,1 cup of tea,1 boiled egg,1 slice of gluten-free bread,1 slice of low-fat white cheese,Snack,10 strawberries,Lunch,1 bowl of tomato soup,1 slice of gluten-free bread,1 serving eggplant dish,1 bown of yogurt,Snack,1 orange,1 cup of coffee,Dinner,1 serving of chickpeas dish,1 slice of gluten-free bread,Non-fat Salad
735;0;2;2600;150;80;50;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of gluten-free bread,Tomato, Cucumber,Snack,1 orange,1 cup of coffee,Lunch,1 serving of grilled meat,1 slice of gluten-free bread,Non-fat Salad,1 glass of buttermilk,Snack,15 nuts,10 almonds,Dinner,Non-fat Salad,1 slice of gluten-free bread,1 bowl of yogurt
736;0;2;2600;100;60;50;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of gluten-free bread,1 boiled egg,Tomato, Cucumber,Lunch,1 serving of okra dish,1 slices of gluten-free bread,1 bowl of yogurt,Snack,1 peach,Dinner,1 serving boiled chicken,serving of pasta,1 bown of yogurt,Non-fat Salad
737;0;2;2600;170;40;70;Breakfast,1 cup of tea,5 olives,1 slice of gluten-free bread,1 boiled egg,Tomato,Cucumber,Snack,10 almonds,1 cup of coffee,Lunch,1 serving of mixed vegetable dish,1 slices of gluten-free bread,1 bowl of yogurt,Snack,1 banana,1 cup of milk,Dinner,1 serving of chicken grill,serving of pasta,Non-fat Salad
738;0;2;2600;150;80;50;Breakfast,1 cup of tea,2 boiled eggs,1 slice of gluten-free bread,Snack,1 cup of coffee,Lunch,1 bowl of lentil soup,1 slice of gluten-free bread,1 serving grilled chicken with vegetables dish,1 bown of yogurt,Snack,2 mandarins,Dinner,Non-fat Salad,1 bowl of yogurt
739;0;2;2600;150;80;50;Breakfast,1 cup of tea,1 boiled egg,1 slice of gluten-free bread,1 slice of low-fat white cheese,Snack,10 strawberries,Lunch,1 bowl of tomato soup,1 slice of gluten-free bread,1 serving eggplant dish,1 bown of yogurt,Snack,1 apple,1 cup of coffee,Dinner,1 serving of chickpeas dish,1 slice of gluten-free bread,Non-fat Salad
740;0;2;2600;170;40;70;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of gluten-free bread,Tomato, Cucumber,Snack,1 pear,1 cup of coffee,Lunch,1 serving of celery dish,1 slice of gluten-free bread,Non-fat Salad,1 glass of buttermilk,Snack,15 nuts, 10 almonds,Dinner,1 serving of haricot bean dish,Non-fat Salad,1 slice of gluten-free bread
741;0;2;2700;150;80;50;Breakfast,1 cup of tea,1 boiled egg,1 slice of low-fat white cheese,1 slice of gluten-free bread,Snack,1 cup of milk,Lunch,1 bowl of barley noodle soup,1 slice of gluten-free bread,4 meatballs,Non-fat Salad,Snack,20 cherries,Dinner,1 serving leek dish,Non-fat Salad,1 bowl of yogurt
742;0;2;2700;170;40;70;Breakfast,1 cup of tea,Omelet with 1 egg,1 slice of gluten-free bread,Snack,1 cup of coffee,Lunch,1 bowl of lentil soup,1 slice of gluten-free bread,1 serving artichoke dish,Non-fat Salad,Snack,15 peanuts,10 hazelnuts,Dinner,1 serving of fish grill,Non-fat Salad,1 slice of gluten-free bread
743;0;2;2700;150;80;50;Breakfast,1 cup of tea,1 boiled egg,1 slice of gluten-free bread,1 slice of low-fat white cheese,Snack,1 cup of coffee,Lunch,1 serving pumpkin dish,serving of pasta,1 bown of yogurt,Snack,10 plums,Dinner,1 serving okra dish,Non-fat Salad,1 bowl of yogurt
744;0;2;2700;170;40;70;Breakfast,1 cup of tea,1 slice of low-fat white cheese,1 slice of gluten-free bread,1 boiled egg,Tomato, Cucumber,Lunch,1 bowl of barley noodle soup,1 slice of gluten-free bread,4 meatballs,Non-fat Salad,Snack,3 dried apricots,3 walnuts,1 cup of coffee,Dinner,1 serving spinach dish,1 slice of gluten-free bread,1 bown of yogurt,Non-fat Salad
745;0;2;2700;100;70;50;Breakfast,1 cup of tea,5 olives,1 slice of gluten-free bread,Omelet with 1 egg,Tomato, Cucumber,Snack,1 glass of milk,10 almonds,1 cup of coffee,Lunch,1 serving of green bean dish,serving of pasta,Non-fat Salad,Snack,1 banana,Dinner,1 serving of fish grill,Non-fat Salad,1 slice of gluten-free bread
746;0;2;2700;170;40;70;Breakfast,1 cup of tea,2 boiled eggs,1 slice of gluten-free bread,1/2 avocado,Snack,1 cup of herbal tea,Lunch,1 bowl of lentil soup,1 slice of gluten-free bread,1 serving artichoke dish,Non-fat Salad,Snack,1 apple,1 cup of coffee,Dinner,1 serving of chickpeas,1 slice of gluten-free bread,Non-fat Salad
